NOM_LIEU,DEP,COMMUNE,CODE_INSEE,CODE_POSTAL,RAYONNEMENT,GPE_800M,GPE_STATION,GPE_LIGNE,CARTO_BIB,BIB_RECENT2000,BIB_OUV_DIM,BIB_SURFM2,BIB_GESTION,BIB_CODE_OBS_LIVRE,CARTO_CINEMA,CINE_TYPE,CINE_NBRE_ECRAN,CARTO_MUSEE,MUSEE_TYPE,CENTRE_INTERPRETATION,CARTO_EXPO,EXPO_TYPE,EXPO_TRAM,CARTO_PATRIMOINE,MAISON_ILLUSTRES,CARTO_SPECTACLE,SPECT_TYPE,RES_G20_T,RES_ACTES_IF,CARTO_ENSEIGNEMENT,ENS_SUP_CULTURE,CARTO_PRATIQUES_AMATEURS,PRATIQUES_AMATEURS,CARTO_FREQ,FREQ_2013,ARCHIVES,N_VOIE,C_SUF1,C_SUF2,C_SUF3,C_DESI,C_LIAISON,L_VOIE,N_SQ_EP,C_NIV1,C_NIV2,C_NIV3,COORD_X,COORD_Y
Aquarium du Trocadro - Cinaqua,75.0,Paris 16e Arrondissement,75116.0,75016.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,99999.0,,,,,,AV,,ALBERT DE MUN,753001466.0,13.0,135.0,13511.0,6479992372.0,6862726658.0
Arc de Triomphe,75.0,Paris 8e Arrondissement,75117.0,75017.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,1775054.0,,8.0,,,,PL,,CHARLES DE GAULLE,752004433.0,24.0,241.0,24112.0,6482921579.0,6863981306.0
Arpej,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,29.0,,,,RUE,DES,PETITES ECURIES,753000583.0,13.0,132.0,13211.0,6524203092.0,6863932795.0
Arphonie,75.0,Paris 5e Arrondissement,75105.0,75005.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,3.0,,,,RUE,DU,GRIL,753000569.0,13.0,132.0,13211.0,6526353154.0,6860313646.0
Ars Longa,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,numrique,Oui,numrique,,,,Oui,autre,,1,,,,,,,,104.0,,,,RUE,D',AUBERVILLIERS,753002038.0,13.0,133.0,13313.0,6536969217.0,6865770937.0
Art Studio Thtre,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,229.0,,,,RUE,,BELLEVILLE,752003846.0,13.0,133.0,13312.0,6557010698.0,6864115908.0
Art: Concept,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,13.0,,,,RUE,DES,ARQUEBUSIERS,753001036.0,13.0,133.0,13321.0,6535264498.0,6862366629.0
Artco France,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,35.0,,,,RUE,,GUENEGAUD,753001374.0,13.0,133.0,13321.0,6514175798.0,6861895873.0
Association Agora Musicale de Paris,75.0,Paris 14e Arrondissement,75114.0,75014.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,48.0,,,,RUE,,SARRETTE,753000746.0,13.0,132.0,13211.0,6506028905.0,6858585102.0
Association Artistic,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,40.0,,,,RUE,DE,MONTMORENCY,753000606.0,13.0,132.0,13211.0,6525838052.0,6862803088.0
Association Artistique Brsilienne - Danse,75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,80.0,,,,AV,,PAUL DOUMER,753000948.0,13.0,132.0,13211.0,6470022096.0,6862400877.0
Association Artistique Brsilienne - Danse,75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,20.0,,,,RUE,,EUGENE MANUEL,753000947.0,13.0,132.0,13211.0,6472183465.0,6862428092.0
Association Atika - Danse,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,88.0,,,,RUE,,LAMARCK,753000963.0,13.0,132.0,13211.0,6514204599.0,6865778279.0
Association Black Music School,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,104.0,,,,RUE,DE,VAUGIRARD,753000236.0,13.0,132.0,13211.0,6503514095.0,6860887665.0
Association Line & Mind - Danse,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,44.0,,,,RUE,,AMELOT,753000841.0,13.0,132.0,13211.0,6536677585.0,686225912.0
Association Musique Danse 20 - Danse,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,210.0,,,,RUE,DE,BELLEVILLE,753000689.0,13.0,132.0,13211.0,6556347956.0,6864074394.0
Association Piano et Chant,75.0,Paris 3e Arrondissement,75103.0,75003.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,2.0,,,,RUE,DES,HAUDRIETTES,753000252.0,13.0,132.0,13211.0,6529054999.0,6862562874.0
Astral Thtre Parc Floral,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,118.0,,X,,RTE,DE LA,PYRAMIDE,752003876.0,13.0,133.0,13312.0,6592239436.0,6860030051.0
Atelier Albers,75.0,Paris 5e Arrondissement,75105.0,75005.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,9.0,,,,RUE,,ARENES,751007472.0,10.0,103.0,10315.0,6525666782.0,6860703549.0
Atelier Anne Leduc,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,224.0,,,,RUE,DE,CHARENTON,753000059.0,13.0,134.0,13413.0,6550968747.0,6860176483.0
Atelier Anne Leduc,75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,131.0,,,,RUE,DU,RANELAGH,753000088.0,13.0,134.0,13413.0,6462310704.0,6862052692.0
Atelier Beaux-arts de la Ville de Paris,75.0,Paris 11e Arrondissement,75111.0,75011.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,77.0,,,,BD,,BELLEVILLE,752004373.0,13.0,134.0,13413.0,654333382.0,686365207.0
Atelier Beaux-arts de la Ville de Paris,75.0,Paris 12e Arrondissement,75112.0,75012.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,315.0,,,,RUE,,CHARENTON,752004375.0,13.0,134.0,13413.0,6556015204.0,6859456369.0
Atelier Beaux-arts de la Ville de Paris,75.0,Paris 12e Arrondissement,75112.0,75012.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,8.0,,,,RUE,,CHARLES BAUDELAIRE,752004376.0,13.0,134.0,13413.0,6542426658.0,6861157016.0
Atelier Beaux-arts de la Ville de Paris,75.0,Paris 13e Arrondissement,75113.0,75013.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,121.0,,,,RUE,,GLACIERE,752004377.0,13.0,134.0,13413.0,6517574011.0,6858812677.0
Atelier Beaux-arts de la Ville de Paris,75.0,Paris 14e Arrondissement,75114.0,75014.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,80.0,,,,BD,,MONTPARNASSE,752004380.0,13.0,134.0,13413.0,6505139907.0,6860547338.0
Atelier Beaux-arts de la Ville de Paris,75.0,Paris 15e Arrondissement,75115.0,75015.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,21.0,,,,RUE,,DUPLEIX,752004382.0,13.0,134.0,13413.0,6484281012.0,6861500752.0
Atelier Beaux-arts de la Ville de Paris,75.0,Paris 17e Arrondissement,75117.0,75017.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,158.0,,,,RUE,,LEGENDRE,752004384.0,13.0,134.0,13413.0,6504877984.0,6865825792.0
Atelier Beaux-arts de la Ville de Paris,75.0,Paris 5e Arrondissement,75105.0,75005.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,21.0,,,,RUE,,PONTOISE,752004370.0,13.0,134.0,13413.0,6523931844.0,686116296.0
Atelier Carolyn Carlson - Danse,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,20.0,,,,RTE,DU,CHAMP DE MANOEUVRES,753000619.0,13.0,132.0,13211.0,6596121753.0,6859588918.0
Atelier Chardon-savard,75.0,Paris 11e Arrondissement,75111.0,75011.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,15.0,,,,RUE,,GAMBEY,751007561.0,10.0,103.0,10315.0,6539110381.0,6862990751.0
Atelier Chorgraphique - Danse,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,19.0,,,,ALL,DES,EIDERS,753000679.0,13.0,132.0,13211.0,654432648.0,6866100866.0
Atelier d'Art,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,99.0,,,,RUE,DU,MONT CENIS,753000107.0,13.0,134.0,13413.0,6519783061.0,6866188406.0
Atelier d'Arts Plastiques Germain,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,20.0,,,,RUE,DU,PLATEAU,753000108.0,13.0,134.0,13413.0,6548535735.0,6864407025.0
Atelier de Sevres,75.0,Paris 6e Arrondissement,75106.0,75006.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,47.0,,,,RUE,,SEVRES,751007487.0,10.0,103.0,10315.0,6504626096.0,6861366946.0
Atelier des Epinettes,75.0,Paris 17e Arrondissement,75117.0,75017.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,41.0,,,,RUE,,NAVIER,753000101.0,13.0,134.0,13413.0,6504823069.0,686640706.0
Atelier des Feuillantines,75.0,Paris 5e Arrondissement,75105.0,75005.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,40.0,,,,RUE,,HENRI BARBUSSE,753002719.0,13.0,134.0,13413.0,6514568565.0,686031535.0
Atelier du Chteau,75.0,Paris 14e Arrondissement,75114.0,75014.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,180.0,,,,RUE,DU,CHATEAU,753000061.0,13.0,134.0,13413.0,6503833173.0,6859453943.0
Atelier Galerie Rebecca,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,97.0,,,,RUE,,LAMARCK,753000106.0,13.0,134.0,13413.0,6512025159.0,6865811317.0
Atelier Grenelle,75.0,Paris 7e Arrondissement,75107.0,75007.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,7.0,,,,RUE,,ERNEST PSICHARI,753000054.0,13.0,134.0,13413.0,6492036756.0,6862111926.0
Atelier Hourde (ESAT),75.0,Paris 17e Arrondissement,75117.0,75017.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,3.0,,,,RUE,,BIOT,750000047.0,10.0,103.0,10314.0,6506093912.0,6865079787.0
Atelier Jamin,75.0,Paris 9e Arrondissement,75109.0,75009.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,20.0,,,,RUE,DES,MARTYRS,753000055.0,13.0,134.0,13413.0,6515678837.0,686441646.0
Atelier Koronin,75.0,Paris 19e Arrondissement,75119.0,75019.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,7.0,,,,RUE,,MELINGUE,750000052.0,10.0,103.0,10314.0,6549599627.0,6864034904.0
Atelier Les Petites Ecuries,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,6.0,,,,PL,,SAINT-MICHEL,753000053.0,13.0,134.0,13413.0,6518238157.0,6861699398.0
Atelier Les Pinceaux,75.0,Paris 14e Arrondissement,75114.0,75014.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,16.0,,,,RUE,,FRANCIS DE PRESSENSE,753000014.0,13.0,134.0,13413.0,6498486608.0,6859500933.0
Atelier Lezard'Tist,75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,44.0,,,,RUE,,CLAUDE TERRASSE,753000089.0,13.0,134.0,13413.0,6457423795.0,6859984919.0
Atelier Prparatoire de l'ECV,75.0,Paris 11e Arrondissement,75111.0,75011.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,1.0,,,,RUE,,DAHOMEY,750000023.0,10.0,103.0,10314.0,6546648752.0,686142014.0
Atelier Thtre de Montmartre,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,7.0,,,,RUE,,COUSTOU,752003836.0,13.0,133.0,13312.0,6511589963.0,686508141.0
Atelier Thtre Frederic Jacquot,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,,,,,,,,,,,,,,,,,,Oui,autre,,,,,,,,,,43.0,,,,RUE,,MATHURIN REGNIER,752003813.0,13.0,133.0,13312.0,6492601285.0,686008357.0
Ateliers Beaux-Arts de la Ville de Paris,75.0,Paris 12e Arrondissement,75112.0,75012.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,6.0,,,,RUE,DE,POMMARD,753003464.0,13.0,134.0,13413.0,6548297253.0,6859716173.0
Ateliers Beaux-Arts de la Ville de Paris,75.0,Paris 15e Arrondissement,75115.0,75015.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,3.0,,,,RUE,,CORBON,752004381.0,13.0,134.0,13413.0,6488614714.0,6859835287.0
Ateliers Beaux-Arts de la Ville de Paris,75.0,Paris 19e Arrondissement,75119.0,75019.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,41.0,,,,RUE,DE,TANGER,753003468.0,13.0,134.0,13413.0,653826735.0,6865487912.0
Ateliers Beaux-Arts de la Ville de Paris,75.0,Paris 20e Arrondissement,75120.0,75020.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,5.0,,,,PL,,MARC BLOCH,752004385.0,13.0,134.0,13413.0,6561070014.0,6861740833.0
Ateliers Beaux-Arts de la Ville de Paris,75.0,Paris 20e Arrondissement,75120.0,75020.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,15.0,,,,RUE,,SORBIER,752004386.0,13.0,134.0,13413.0,6554069107.0,6863105438.0
Ateliers Beaux-Arts de la Ville de Paris,75.0,Paris 3e Arrondissement,75103.0,75003.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,48.0,,,,RUE,,SEVIGNE,752004368.0,13.0,134.0,13413.0,6533022406.0,6862160961.0
Ateliers Beaux-Arts de la Ville de Paris,75.0,Paris 6e Arrondissement,75106.0,75006.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,6.0,,,,RUE,DE,LITTRE,753003463.0,13.0,134.0,13413.0,6503717757.0,6860846711.0
Ateliers du Carrousel Les Arts Dcoratifs,75.0,Paris 1er Arrondissement,75101.0,75001.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,13.0,,,,111.0,,,,RUE,DE,RIVOLI,753000041.0,13.0,134.0,13413.0,6510154617.0,68628193.0
Atla Le Village des Musiques Actuelles,75.0,Paris 18e Arrondissement,75118.0,75018.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,14.0,,,,,,12.0,,,,VLA,,DE GUELMA,750000049.0,10.0,103.0,10315.0,6514004542.0,6865014248.0
Au Club Montmartrois - Danse,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,60.0,,,,RUE,,ORDENER,753000959.0,13.0,132.0,13211.0,6521528358.0,6865980835.0
Au Forum du Mouvement - Danse,75.0,Paris 11e Arrondissement,75111.0,75011.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,11.0,,,,31.0,,,,AV,,PARMENTIER,753000230.0,13.0,132.0,13211.0,6543132202.0,6862557971.0
Autograf Formations,75.0,Paris 20e Arrondissement,75120.0,75020.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,Oui,22.0,,,,,,35.0,,,,RUE,,SAINT-BLAISE,751007688.0,10.0,103.0,10315.0,6564469468.0,6862226152.0
Bailly Contemporain,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,38.0,,,,RUE,DE,SEINE,753001165.0,13.0,133.0,13321.0,6513330657.0,6861880204.0
Balice Hertling,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,47.0,,,,RUE,,RAMPONEAU,753001038.0,13.0,133.0,13321.0,6546370956.0,6863701496.0
Basilique du Sacr-coeur,75.0,Paris 18e Arrondissement,75118.0,75018.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,10500000.0,,35.0,,,,RUE,,CHEVALIER DE LA BARRE,752009884.0,21.0,211.0,21111.0,6518532829.0,6865431246.0
Bernheim-Jeune,75.0,Paris 8e Arrondissement,75108.0,75008.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,27.0,,,,AV,,MATIGNON,753001196.0,13.0,133.0,13321.0,6496714369.0,6863725232.0
Bernheim-Jeune,75.0,Paris 8e Arrondissement,75108.0,75008.0,3.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,83.0,,,,RUE,DU,FAUBOURG SAINT-HONORE,753001195.0,13.0,133.0,13321.0,6496703092.0,6863745199.0
Btonsalon - Centre d'art et de recherche,75.0,Paris 13e Arrondissement,75113.0,75013.0,2.0,Non,,,,,,,,,,,,,,,Oui,autres,1,,,,,,,,,,,,,,9.0,,,,ESP,,PIERRE VIDAL-NIQUET,753002091.0,13.0,133.0,13321.0,6546190651.0,6859000386.0
Beverley,75.0,Paris 2e Arrondissement,75102.0,75002.0,3.0,Non,,,,,,,,,Oui,gnraliste,1.0,,,,,,,,,,,,,,,,,,,,14.0,,,,RUE,DE LA,VILLE NEUVE,753002688.0,13.0,136.0,13611.0,6522243465.0,6863540057.0
Bibliothque,75.0,Paris 16e Arrondissement,75113.0,75013.0,3.0,Non,,,Oui,,Non,80.0,A,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,RUE,DES,LONGUES RAIES,753002069.0,13.0,131.0,13116.0,6519764813.0,6858103422.0
Bibliothque de la Cit des Sciences,75.0,Paris 19e Arrondissement,75119.0,75019.0,1.0,Non,,,Oui,0,Oui,,E,3380.0,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,AV,,CORENTIN CARIOU,752003503.0,13.0,131.0,13116.0,6550645442.0,6866276332.0
Bibliothque de l'Arsenal -Charles Nodier,75.0,Paris 4e Arrondissement,75104.0,75004.0,3.0,Non,,,,,,,,,,,,Oui,MI,,,,,Oui,Oui,,,,,,,,,,,,1.0,,,,RUE,,SULLY,753002073.0,13.0,133.0,13311.0,6533013564.0,686133242.0
Bibliothque Franoise Sagan (Carr St-Lazare),75.0,Paris 10e Arrondissement,75110.0,,2.0,Non,,,Oui,1,Oui,3200.0,M,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,RUE,,LEON SCHWARTZENBERG,753002093.0,13.0,131.0,13116.0,6525937804.0,6864128113.0
Bibliothque Municipale Arthur Rimbaud Baudoyer,75.0,Paris 4e Arrondissement,75104.0,75004.0,3.0,Non,,,Oui,0,Non,270.0,M,10217.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,PL,,BAUDOYER,752003347.0,13.0,131.0,13116.0,6527240737.0,6861988699.0
Bibliothque Municipale Benjamin Rabier,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,Oui,0,Non,370.0,M,10219.0,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,AV,,FLANDRE,752003397.0,13.0,131.0,13116.0,654476005.0,6866040265.0
Bibliothque Municipale Chteau d'Eau,75.0,Paris 10e Arrondissement,75110.0,75010.0,3.0,Non,,,Oui,0,Non,390.0,M,10223.0,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,RUE,,FAUBOURG SAINT MARTIN,752003365.0,13.0,131.0,13116.0,652863021.0,6863720551.0
Bibliothque Municipale Drouot,75.0,Paris 9e Arrondissement,75109.0,75009.0,3.0,Non,,,Oui,0,Non,358.0,M,10231.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,RUE,,DROUOT,752003363.0,13.0,131.0,13116.0,6516226555.0,6863909339.0
Bibliothque Municipale du Louvre,75.0,Paris 1er Arrondissement,75101.0,75001.0,3.0,Non,,,Oui,0,Non,105.0,M,10246.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,PL,,LOUVRE,752003342.0,13.0,131.0,13116.0,6516552278.0,6862429358.0
Bibliothque Municipale Fessart,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,Oui,0,Non,380.0,M,10234.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,RUE,,FESSART,752003395.0,13.0,131.0,13116.0,6551261815.0,6864201225.0
Bibliothque Municipale Mortier,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,Oui,0,Non,117.0,M,10249.0,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,BD,,MORTIER,752003403.0,13.0,131.0,13116.0,6566083147.0,6863650899.0
Bibliothque Municipale Musset,75.0,Paris 16e Arrondissement,75116.0,75016.0,3.0,Non,,,Oui,0,Non,105.0,M,10251.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,RUE,,MUSSET,752003385.0,13.0,131.0,13116.0,6459488781.0,6860478058.0
Bibliothque Nationale de France Site Franois Miterrand,75.0,Paris 13e Arrondissement,75113.0,75013.0,1.0,Non,,,Oui,0,Oui,,E,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,QU,,FRANCOIS MAURIAC,752003498.0,13.0,131.0,13116.0,6542346463.0,6859517176.0
Bibliothque Nationale de France Site Richelieu,75.0,Paris 2e Arrondissement,75102.0,75002.0,1.0,Non,,,,,,,,,,,,,,,Oui,autres,,,,,,,,,,,,,,,5.0,,,,RUE,,VIVIENNE,753001420.0,13.0,133.0,13321.0,6515084547.0,6863215961.0
Bibliothque pour tous,75.0,Paris 1er Arrondissement,75101.0,75001.0,3.0,Non,,,Oui,0,Non,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,RUE,,SAINT-ROCH,753002070.0,13.0,131.0,13116.0,6510397958.0,6863068719.0
Bibliothque Publique d'Information Centre Pompidou,75.0,Paris 4e Arrondissement,75104.0,75004.0,1.0,Non,,,Oui,0,Oui,,E,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,RUE,,BEAUBOURG,753002022.0,13.0,131.0,13116.0,652526585.0,6862469476.0
Bibliothque Vaclav Havel,75.0,Paris 18e Arrondissement,75118.0,75018.0,3.0,Non,,,Oui,1,Non,1000.0,M,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,ESPL,,NATHALIE SARRAUTE,753002036.0,13.0,131.0,13116.0,6532885592.0,6865631435.0
Bibliothque-Discothque Municipale Aime Csaire,75.0,Paris 14e Arrondissement,75114.0,75014.0,3.0,Non,,,Oui,0,Non,650.0,M,10213.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,RUE,,RIDDER,752003380.0,13.0,131.0,13116.0,6494701396.0,6859239686.0
Bibliothque-Discothque Municipale Amelie,75.0,Paris 7e Arrondissement,75107.0,75007.0,3.0,Non,,,Oui,0,Non,478.0,M,10214.0,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,RUE,,GRENELLE,752003360.0,13.0,131.0,13116.0,6493000781.0,6862225464.0
Bibliothque-Discothque Municipale Andr Malraux,75.0,Paris 6e Arrondissement,75106.0,75006.0,3.0,Non,,,Oui,0,Non,1500.0,M,10215.0,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,RUE,,RENNES,752003358.0,13.0,131.0,13116.0,6506506592.0,6861079684.0
Bibliothque-Discothque Municipale Buffon,75.0,Paris 5e Arrondissement,75105.0,75005.0,3.0,Non,,,Oui,0,Non,1990.0,M,10220.0,,,,,,,,,,,,,,,,,,,,,,,15.0,b,,,RUE,,BUFFON,752003353.0,13.0,131.0,13116.0,6531657658.0,6860466877.0
Bibliothque-Discothque Municipale Courcelles,75.0,Paris 8e Arrondissement,75108.0,75008.0,3.0,Non,,,Oui,0,Non,307.0,M,10227.0,,,,,,,,,,,,,,,,,,,,,,,17.0,t,,,AV,,BEAUCOUR,752003361.0,13.0,131.0,13116.0,6488980684.0,6864427569.0
Bibliothque-Discothque Municipale Couronnes,75.0,Paris 20e Arrondissement,75120.0,75020.0,3.0,Non,,,Oui,0,Non,665.0,M,10228.0,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,RUE,,COURONNES,752003401.0,13.0,131.0,13116.0,6549094979.0,6863522517.0
Bibliothque-Discothque Municipale Crime,75.0,Paris 19e Arrondissement,75119.0,75019.0,3.0,Non,,,Oui,0,Non,350.0,M,10229.0,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,RUE,,PETIT,752003399.0,13.0,131.0,13116.0,654748587.0,6865159467.0
Bibliothque-Discothque Municipale de l'Europe,75.0,Paris 8e Arrondissement,75108.0,75008.0,3.0,Non,,,Oui,0,Non,270.0,M,10232.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,RUE,,LISBONNE,752003362.0,13.0,131.0,13116.0,6499447152.0,6864408744.0
Bibliothque-Discothque Municipale de Vaugirard,75.0,Paris 15e Arrondissement,75115.0,75015.0,3.0,Non,,,Oui,0,Non,550.0,M,10262.0,,,,,,,,,,,,,,,,,,,,,,,154.0,,,,RUE,,LECOURBE,752003382.0,13.0,131.0,13116.0,6485766928.0,6860412475.0
Bibliothque-Discothque Municipale Diderot,75.0,Paris 12e Arrondissement,75112.0,75012.0,3.0,Non,,,Oui,0,Non,140.0,M,10230.0,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,AV,,DAUMESNIL,752003372.0,13.0,131.0,13116.0,654331859.0,6860837878.0
